"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Contaminant"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Razor Peptides"	"Abundances Scaled F1 Sample"	"Abundances Scaled F2 Sample"	"Abundances Scaled F3 Sample"	"Abundances Scaled F4 Sample"	"Abundances Scaled F5 Sample"	"Abundances Scaled F6 Sample"	"Abundances Scaled F7 Sample"	"Abundances Scaled F8 Sample"	"Abundances Scaled F9 Sample"	"Abundances Scaled F10 Sample"	"Abundances Scaled F11 Sample"	"Abundances Scaled F12 Sample"	"Abundances Scaled F13 Sample"	"Abundances Scaled F14 Sample"	"Abundances Scaled F15 Sample"	"Abundances Scaled F16 Sample"	"Abundances Scaled F17 Sample"	"Abundances Scaled F18 Sample"	"Abundances Scaled F19 Sample"	"Abundances Scaled F20 Sample"	"Abundances Scaled F21 Sample"	"Abundances Scaled F22 Sample"	"Abundances Scaled F23 Sample"	"Abundances Scaled F24 Sample"	"Abundances Scaled F25 Sample"	"Abundances Scaled F26 Sample"	"Abundances Scaled F27 Sample"	"Abundances Scaled F28 Sample"	"Abundances Scaled F29 Sample"	"Abundances Scaled F30 Sample"	"Abundances Scaled F31 Sample"	"Abundances Scaled F32 Sample"	"Abundances Normalized F1 Sample"	"Abundances Normalized F2 Sample"	"Abundances Normalized F3 Sample"	"Abundances Normalized F4 Sample"	"Abundances Normalized F5 Sample"	"Abundances Normalized F6 Sample"	"Abundances Normalized F7 Sample"	"Abundances Normalized F8 Sample"	"Abundances Normalized F9 Sample"	"Abundances Normalized F10 Sample"	"Abundances Normalized F11 Sample"	"Abundances Normalized F12 Sample"	"Abundances Normalized F13 Sample"	"Abundances Normalized F14 Sample"	"Abundances Normalized F15 Sample"	"Abundances Normalized F16 Sample"	"Abundances Normalized F17 Sample"	"Abundances Normalized F18 Sample"	"Abundances Normalized F19 Sample"	"Abundances Normalized F20 Sample"	"Abundances Normalized F21 Sample"	"Abundances Normalized F22 Sample"	"Abundances Normalized F23 Sample"	"Abundances Normalized F24 Sample"	"Abundances Normalized F25 Sample"	"Abundances Normalized F26 Sample"	"Abundances Normalized F27 Sample"	"Abundances Normalized F28 Sample"	"Abundances Normalized F29 Sample"	"Abundances Normalized F30 Sample"	"Abundances Normalized F31 Sample"	"Abundances Normalized F32 Sample"	"Abundance F1 Sample"	"Abundance F2 Sample"	"Abundance F3 Sample"	"Abundance F4 Sample"	"Abundance F5 Sample"	"Abundance F6 Sample"	"Abundance F7 Sample"	"Abundance F8 Sample"	"Abundance F9 Sample"	"Abundance F10 Sample"	"Abundance F11 Sample"	"Abundance F12 Sample"	"Abundance F13 Sample"	"Abundance F14 Sample"	"Abundance F15 Sample"	"Abundance F16 Sample"	"Abundance F17 Sample"	"Abundance F18 Sample"	"Abundance F19 Sample"	"Abundance F20 Sample"	"Abundance F21 Sample"	"Abundance F22 Sample"	"Abundance F23 Sample"	"Abundance F24 Sample"	"Abundance F25 Sample"	"Abundance F26 Sample"	"Abundance F27 Sample"	"Abundance F28 Sample"	"Abundance F29 Sample"	"Abundance F30 Sample"	"Abundance F31 Sample"	"Abundance F32 Sample"	"Found in Sample in S1 F1 Sample"	"Found in Sample in S2 F2 Sample"	"Found in Sample in S3 F3 Sample"	"Found in Sample in S4 F4 Sample"	"Found in Sample in S5 F5 Sample"	"Found in Sample in S6 F6 Sample"	"Found in Sample in S7 F7 Sample"	"Found in Sample in S8 F8 Sample"	"Found in Sample in S9 F9 Sample"	"Found in Sample in S10 F10 Sample"	"Found in Sample in S11 F11 Sample"	"Found in Sample in S12 F12 Sample"	"Found in Sample in S13 F13 Sample"	"Found in Sample in S14 F14 Sample"	"Found in Sample in S15 F15 Sample"	"Found in Sample in S16 F16 Sample"	"Found in Sample in S17 F17 Sample"	"Found in Sample in S18 F18 Sample"	"Found in Sample in S19 F19 Sample"	"Found in Sample in S20 F20 Sample"	"Found in Sample in S21 F21 Sample"	"Found in Sample in S22 F22 Sample"	"Found in Sample in S23 F23 Sample"	"Found in Sample in S24 F24 Sample"	"Found in Sample in S25 F25 Sample"	"Found in Sample in S26 F26 Sample"	"Found in Sample in S27 F27 Sample"	"Found in Sample in S28 F28 Sample"	"Found in Sample in S29 F29 Sample"	"Found in Sample in S30 F30 Sample"	"Found in Sample in S31 F31 Sample"	"Found in Sample in S32 F32 Sample"	"Number of Protein Groups"	"Modifications"
"2100681429736934038"	"False"	"High"	"IsMasterProtein"	"O95218"	"Zinc finger Ran-binding domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ZRANB2 PE=1 SV=2"	"0.002"	"False"	"3.191"	"3"	"1"	"1"	"1"	"330"	"37.4"	"10.01"	"2.17"	"1"	"0"	""	"299.9"	""	""	""	""	"403.4"	""	""	""	""	""	""	""	"173.2"	"77.8"	"173.6"	"185.6"	""	""	"201.1"	""	"124.1"	""	""	""	"209.5"	""	"1188.0"	"163.9"	""	""	""	"1548569.68940425"	""	""	""	""	"2082739.01832422"	""	""	""	""	""	""	""	"894292.551239943"	"401442.733470923"	"896386.173769497"	"958330.196681785"	""	""	"1038149.34499207"	""	"640672.70222431"	""	""	""	"1081827.2591638"	""	"6133703.75006779"	"846007.759020064"	""	""	""	"227713.703125"	""	""	""	""	"725981.6875"	""	""	""	""	""	""	""	"90371.3203125"	"394640.625"	"381402.15625"	"179389.96875"	""	""	"379211.40625"	""	"248066.984375"	""	""	""	"248209.703125"	""	"3830571.25"	"660681"	""	""	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"High"	"Not Found"	"Not Found"	"1"	""
"-6552992008137179608"	"False"	"Medium"	"IsMasterProteinCandidate"	"A8MXY4"	"Zinc finger protein 99 OS=Homo sapiens OX=9606 GN=ZNF99 PE=2 SV=3"	"0.026"	"False"	"1.749"	"1"	"1"	"1"	"1"	"864"	"100.7"	"9.45"	"0.00"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"268.4"	""	""	""	""	""	""	""	""	""	"433.0"	""	""	"2498.6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"407529.932850383"	""	""	""	""	""	""	""	""	""	"657333.655508274"	""	""	"3793473.15295408"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"122064.796875"	""	""	""	""	""	""	""	""	""	"410512.71875"	""	""	"500091.0625"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Peak Found"	"1"	""
"-7234926227676387273"	"False"	"Medium"	"IsMasterProtein"	"A0A0A0MS76"	"Zinc finger protein 99 OS=Homo sapiens OX=9606 GN=ZNF99 PE=1 SV=1"	"0.026"	"False"	"1.749"	"1"	"1"	"1"	"1"	"1037"	"120.1"	"9.31"	"0.00"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"268.4"	""	""	""	""	""	""	""	""	""	"433.0"	""	""	"2498.6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"407529.932850383"	""	""	""	""	""	""	""	""	""	"657333.655508274"	""	""	"3793473.15295408"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"122064.796875"	""	""	""	""	""	""	""	""	""	"410512.71875"	""	""	"500091.0625"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Peak Found"	"1"	""
"2444609947439222514"	"False"	"Medium"	"IsMasterProtein"	"C9JN71"	"Zinc finger protein 878 OS=Homo sapiens OX=9606 GN=ZNF878 PE=3 SV=2"	"0.032"	"False"	"1.543"	"2"	"1"	"1"	"1"	"531"	"61.5"	"9.45"	"0.00"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"1"	""
"-7365076808911544194"	"False"	"Medium"	"IsMasterProtein"	"Q8TF39"	"Zinc finger protein 483 OS=Homo sapiens OX=9606 GN=ZNF483 PE=1 SV=3"	"0.032"	"False"	"1.581"	"1"	"1"	"1"	"1"	"744"	"85.0"	"8.57"	"0.00"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-8198738028437086806"	"False"	"High"	"IsMasterProtein"	"Q7Z2W4"	"Zinc finger CCCH-type antiviral protein 1 OS=Homo sapiens OX=9606 GN=ZC3HAV1 PE=1 SV=3"	"0.000"	"False"	"7.801"	"2"	"1"	"2"	"1"	"902"	"101.4"	"8.40"	"3.36"	"1"	"0"	""	"1167.3"	""	""	""	""	"269.7"	""	""	""	""	""	""	""	"687.2"	""	""	""	""	""	""	""	"199.2"	""	""	"241.0"	"333.2"	""	""	""	"302.4"	""	""	"1193703.90322996"	""	""	""	""	"275809.76275829"	""	""	""	""	""	""	""	"702703.753692403"	""	""	""	""	""	""	""	"203675.69783578"	""	""	"246421.348916865"	"340764.444145189"	""	""	""	"309192.094396001"	""	""	"175531.484375"	""	""	""	""	"96139.1875"	""	""	""	""	""	""	""	"71010.6171875"	""	""	""	""	""	""	""	"78862.7578125"	""	""	"228325.015625"	"78183.5"	""	""	""	"58512.59765625"	""	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"1"	""
"-2490355710578206565"	"False"	"High"	"IsMasterProteinCandidate"	"C9J6P4"	"Zinc finger CCCH-type antiviral protein 1 OS=Homo sapiens OX=9606 GN=ZC3HAV1 PE=1 SV=1"	"0.000"	"False"	"7.801"	"1"	"1"	"2"	"1"	"1024"	"114.0"	"8.56"	"3.36"	"1"	"0"	""	"1167.3"	""	""	""	""	"269.7"	""	""	""	""	""	""	""	"687.2"	""	""	""	""	""	""	""	"199.2"	""	""	"241.0"	"333.2"	""	""	""	"302.4"	""	""	"1193703.90322996"	""	""	""	""	"275809.76275829"	""	""	""	""	""	""	""	"702703.753692403"	""	""	""	""	""	""	""	"203675.69783578"	""	""	"246421.348916865"	"340764.444145189"	""	""	""	"309192.094396001"	""	""	"175531.484375"	""	""	""	""	"96139.1875"	""	""	""	""	""	""	""	"71010.6171875"	""	""	""	""	""	""	""	"78862.7578125"	""	""	"228325.015625"	"78183.5"	""	""	""	"58512.59765625"	""	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"1"	""
"8790717896449630852"	"False"	"Medium"	"IsMasterProteinCandidate"	"Q9UPT8"	"Zinc finger CCCH domain-containing protein 4 OS=Homo sapiens OX=9606 GN=ZC3H4 PE=1 SV=3"	"0.018"	"False"	"1.940"	"2"	"1"	"2"	"1"	"1303"	"140.2"	"6.27"	"0.00"	"1"	"0"	""	""	""	""	""	""	"3200.0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"467734.091566429"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"163038.375"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-6269836764433104335"	"False"	"Medium"	"IsMasterProtein"	"M0QY97"	"Zinc finger CCCH domain-containing protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=ZC3H4 PE=1 SV=1"	"0.018"	"False"	"1.940"	"2"	"1"	"2"	"1"	"910"	"95.5"	"7.33"	"0.00"	"1"	"0"	""	""	""	""	""	""	"3200.0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"467734.091566429"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"163038.375"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-220187434067665020"	"False"	"High"	"IsMasterProteinCandidate"	"Q6PJT7"	"Zinc finger CCCH domain-containing protein 14 OS=Homo sapiens OX=9606 GN=ZC3H14 PE=1 SV=1"	"0.000"	"False"	"15.166"	"5"	"3"	"9"	"3"	"736"	"82.8"	"7.31"	"14.74"	"3"	"0"	"17.6"	"234.0"	"129.1"	"16.3"	"3.1"	"56.7"	"82.1"	"21.0"	"19.2"	"8.3"	"64.3"	"76.7"	"15.5"	"56.9"	"170.1"	"18.6"	"5.1"	"168.5"	""	"36.6"	"20.9"	"32.5"	"124.5"	"40.6"	"77.6"	"245.5"	"697.2"	"121.1"	""	"135.7"	"286.5"	"218.2"	"275154.194707428"	"3665027.57943236"	"2022468.94848977"	"255354.523563078"	"49263.828125"	"888851.676468293"	"1286024.20400025"	"328849.276756206"	"300431.478671496"	"130146.196028043"	"1006996.16181545"	"1201695.35701822"	"242695.835522342"	"891891.408568794"	"2664396.49796968"	"291221.292095813"	"79900.4742165499"	"2639163.37177879"	""	"573521.124082163"	"327100.308968841"	"509057.037030184"	"1950383.80554092"	"635188.105643926"	"1214882.69803923"	"3845821.91830662"	"10921024.8657062"	"1896842.91283326"	""	"2125420.86956489"	"4487243.01557827"	"3417295.98741163"	"138853.28125"	"538934.09375"	"408830.03125"	"16639.734375"	"49263.828125"	"148612.96875"	"448270.2890625"	"98429.234375"	"93018.41796875"	"58130.59765625"	"404572.9921875"	"225770.86328125"	"66858.578125"	"60512.1015625"	"269246.376953125"	"286286.79296875"	"33996.74609375"	"494025.375"	""	"107932.79296875"	"119482.0078125"	"84996.7421875"	"755184.0859375"	"142687.40625"	"126765.9296875"	"3563398.03125"	"2505672.0625"	"1300156.3125"	""	"1659825.421875"	"849181.625"	"450499.875"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"High"	"Peak Found"	"1"	""
"2947506382067506761"	"False"	"High"	"IsMasterProteinCandidate"	"G3V256"	"Zinc finger CCCH domain-containing protein 14 OS=Homo sapiens OX=9606 GN=ZC3H14 PE=1 SV=1"	"0.000"	"False"	"15.166"	"6"	"3"	"9"	"3"	"605"	"68.3"	"7.94"	"14.74"	"3"	"0"	"17.6"	"234.0"	"129.1"	"16.3"	"3.1"	"56.7"	"82.1"	"21.0"	"19.2"	"8.3"	"64.3"	"76.7"	"15.5"	"56.9"	"170.1"	"18.6"	"5.1"	"168.5"	""	"36.6"	"20.9"	"32.5"	"124.5"	"40.6"	"77.6"	"245.5"	"697.2"	"121.1"	""	"135.7"	"286.5"	"218.2"	"275154.194707428"	"3665027.57943236"	"2022468.94848977"	"255354.523563078"	"49263.828125"	"888851.676468293"	"1286024.20400025"	"328849.276756206"	"300431.478671496"	"130146.196028043"	"1006996.16181545"	"1201695.35701822"	"242695.835522342"	"891891.408568794"	"2664396.49796968"	"291221.292095813"	"79900.4742165499"	"2639163.37177879"	""	"573521.124082163"	"327100.308968841"	"509057.037030184"	"1950383.80554092"	"635188.105643926"	"1214882.69803923"	"3845821.91830662"	"10921024.8657062"	"1896842.91283326"	""	"2125420.86956489"	"4487243.01557827"	"3417295.98741163"	"138853.28125"	"538934.09375"	"408830.03125"	"16639.734375"	"49263.828125"	"148612.96875"	"448270.2890625"	"98429.234375"	"93018.41796875"	"58130.59765625"	"404572.9921875"	"225770.86328125"	"66858.578125"	"60512.1015625"	"269246.376953125"	"286286.79296875"	"33996.74609375"	"494025.375"	""	"107932.79296875"	"119482.0078125"	"84996.7421875"	"755184.0859375"	"142687.40625"	"126765.9296875"	"3563398.03125"	"2505672.0625"	"1300156.3125"	""	"1659825.421875"	"849181.625"	"450499.875"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"High"	"Peak Found"	"1"	""
"274421723235294802"	"False"	"High"	"IsMasterProteinCandidate"	"G3V5I6"	"Zinc finger CCCH domain-containing protein 14 OS=Homo sapiens OX=9606 GN=ZC3H14 PE=1 SV=1"	"0.000"	"False"	"15.166"	"9"	"3"	"9"	"3"	"420"	"47.7"	"7.94"	"14.74"	"3"	"0"	"17.6"	"234.0"	"129.1"	"16.3"	"3.1"	"56.7"	"82.1"	"21.0"	"19.2"	"8.3"	"64.3"	"76.7"	"15.5"	"56.9"	"170.1"	"18.6"	"5.1"	"168.5"	""	"36.6"	"20.9"	"32.5"	"124.5"	"40.6"	"77.6"	"245.5"	"697.2"	"121.1"	""	"135.7"	"286.5"	"218.2"	"275154.194707428"	"3665027.57943236"	"2022468.94848977"	"255354.523563078"	"49263.828125"	"888851.676468293"	"1286024.20400025"	"328849.276756206"	"300431.478671496"	"130146.196028043"	"1006996.16181545"	"1201695.35701822"	"242695.835522342"	"891891.408568794"	"2664396.49796968"	"291221.292095813"	"79900.4742165499"	"2639163.37177879"	""	"573521.124082163"	"327100.308968841"	"509057.037030184"	"1950383.80554092"	"635188.105643926"	"1214882.69803923"	"3845821.91830662"	"10921024.8657062"	"1896842.91283326"	""	"2125420.86956489"	"4487243.01557827"	"3417295.98741163"	"138853.28125"	"538934.09375"	"408830.03125"	"16639.734375"	"49263.828125"	"148612.96875"	"448270.2890625"	"98429.234375"	"93018.41796875"	"58130.59765625"	"404572.9921875"	"225770.86328125"	"66858.578125"	"60512.1015625"	"269246.376953125"	"286286.79296875"	"33996.74609375"	"494025.375"	""	"107932.79296875"	"119482.0078125"	"84996.7421875"	"755184.0859375"	"142687.40625"	"126765.9296875"	"3563398.03125"	"2505672.0625"	"1300156.3125"	""	"1659825.421875"	"849181.625"	"450499.875"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"High"	"Peak Found"	"1"	""
"-7405502064289873103"	"False"	"High"	"None"	"A0A087WTC9"	"Zinc finger CCCH domain-containing protein 14 (Fragment) OS=Homo sapiens OX=9606 GN=ZC3H14 PE=1 SV=1"	"0.000"	"False"	"9.721"	"14"	"2"	"8"	"2"	"148"	"16.8"	"9.23"	"11.46"	"2"	"0"	"17.6"	"234.0"	"129.1"	"16.3"	"3.1"	"56.7"	"82.1"	"21.0"	"19.2"	"8.3"	"64.3"	"76.7"	"15.5"	"56.9"	"170.1"	"18.6"	"5.1"	"168.5"	""	"36.6"	"20.9"	"32.5"	"124.5"	"40.6"	"77.6"	"245.5"	"697.2"	"121.1"	""	"135.7"	"286.5"	"218.2"	"275154.194707428"	"3665027.57943236"	"2022468.94848977"	"255354.523563078"	"49263.828125"	"888851.676468293"	"1286024.20400025"	"328849.276756206"	"300431.478671496"	"130146.196028043"	"1006996.16181545"	"1201695.35701822"	"242695.835522342"	"891891.408568794"	"2664396.49796968"	"291221.292095813"	"79900.4742165499"	"2639163.37177879"	""	"573521.124082163"	"327100.308968841"	"509057.037030184"	"1950383.80554092"	"635188.105643926"	"1214882.69803923"	"3845821.91830662"	"10921024.8657062"	"1896842.91283326"	""	"2125420.86956489"	"4487243.01557827"	"3417295.98741163"	"138853.28125"	"538934.09375"	"408830.03125"	"16639.734375"	"49263.828125"	"148612.96875"	"448270.2890625"	"98429.234375"	"93018.41796875"	"58130.59765625"	"404572.9921875"	"225770.86328125"	"66858.578125"	"60512.1015625"	"269246.376953125"	"286286.79296875"	"33996.74609375"	"494025.375"	""	"107932.79296875"	"119482.0078125"	"84996.7421875"	"755184.0859375"	"142687.40625"	"126765.9296875"	"3563398.03125"	"2505672.0625"	"1300156.3125"	""	"1659825.421875"	"849181.625"	"450499.875"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"High"	"Peak Found"	"1"	""
"-4299158681013311276"	"False"	"High"	"IsMasterProtein"	"H0YJA2"	"Zinc finger CCCH domain-containing protein 14 (Fragment) OS=Homo sapiens OX=9606 GN=ZC3H14 PE=1 SV=1"	"0.000"	"False"	"15.166"	"6"	"3"	"9"	"3"	"651"	"73.3"	"7.43"	"14.74"	"3"	"0"	"17.6"	"234.0"	"129.1"	"16.3"	"3.1"	"56.7"	"82.1"	"21.0"	"19.2"	"8.3"	"64.3"	"76.7"	"15.5"	"56.9"	"170.1"	"18.6"	"5.1"	"168.5"	""	"36.6"	"20.9"	"32.5"	"124.5"	"40.6"	"77.6"	"245.5"	"697.2"	"121.1"	""	"135.7"	"286.5"	"218.2"	"275154.194707428"	"3665027.57943236"	"2022468.94848977"	"255354.523563078"	"49263.828125"	"888851.676468293"	"1286024.20400025"	"328849.276756206"	"300431.478671496"	"130146.196028043"	"1006996.16181545"	"1201695.35701822"	"242695.835522342"	"891891.408568794"	"2664396.49796968"	"291221.292095813"	"79900.4742165499"	"2639163.37177879"	""	"573521.124082163"	"327100.308968841"	"509057.037030184"	"1950383.80554092"	"635188.105643926"	"1214882.69803923"	"3845821.91830662"	"10921024.8657062"	"1896842.91283326"	""	"2125420.86956489"	"4487243.01557827"	"3417295.98741163"	"138853.28125"	"538934.09375"	"408830.03125"	"16639.734375"	"49263.828125"	"148612.96875"	"448270.2890625"	"98429.234375"	"93018.41796875"	"58130.59765625"	"404572.9921875"	"225770.86328125"	"66858.578125"	"60512.1015625"	"269246.376953125"	"286286.79296875"	"33996.74609375"	"494025.375"	""	"107932.79296875"	"119482.0078125"	"84996.7421875"	"755184.0859375"	"142687.40625"	"126765.9296875"	"3563398.03125"	"2505672.0625"	"1300156.3125"	""	"1659825.421875"	"849181.625"	"450499.875"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"High"	"Peak Found"	"1"	""
